Place,Reviews,Sentiment
the-auld-alliance,thoroughly impressed with this bar not to give too much of its allure have to be there to appreciate away it is extremely well decorated and inviting for the archetypal whiskey scotch drinker a little cold though,Positive
the-auld-alliance,the rave reviews of auld alliance are well deserved and still do not do it justice it is hard to believe auld alliance is not mentioned in every travel magazine and blog for its selection of whisky scotch and other spirits the menu is literally a binder chock full of pages from affordable pours to the unattainable  plus year old scotch while the selection is enough to get you in the door and keep you there for hours depending on your bank account the leather couches and dark wood interior harkens back to the days of gentlemen in formalwear sitting on plush wingback chairs enjoying cigars and brandy while debating social matters of the day this is the modern incarnation of that scene without any of the pretension this is a must if you are in singapore whether you enjoy whisky scotch or a cigar very few places anywhere in the world can match what auld alliance offers,Positive
the-auld-alliance,what a gem stopped in on a sunday evening with a couple of buddies after bookmarking it after reading some of the reviews i am not a whiskey guy but had a blast with the sampler options tried the scottish sampler and the tour of the world it really helped to be there with a scottish guy who talked me through the choices but it was a great place to hang out the huge selection the comfortable leather couches and very attentive staff made it one of my new favourite boys night out places,Positive
the-auld-alliance,it is hard enough to find a quiet place to sip away at an average cocktail let alone enjoy the peaceful conversation at a barely audible volume while sipping on fine aged whisky so it is a wonderful thing to find yourself in the auld alliance the walls are covered in the finest selections of whisky the drinks menu comes in a leather bound volume and high rollers could lounge in a cigar room at the back away from the common crowd which to be frank is nothing like the common crowd you would see anywhere else the dim lights and earthy tones coupled with the soft tunes brings speak easys to mind only with an astoundingly huge selection of fine whisky as well they also serve a sweet selection of absinthe served properly with a sugar cube a dripper it is most definitely a place for quiet decadence and i highly recommend the spot,Positive
the-auld-alliance,one of the classiest places i have been to not in a dressed up kind of way but in the hospitality and knowledgeable conversation kind of way i hear the old location was bigger and better than this current one came in with a few friends i had been looking forward to this place since a friend from high school posted it on facebook it did not disappoint from the dcor of wall to wall bottles of whiskey to leather sofas all around to the hidden cigar room behind the shelves of vintage scotches and whiskeys auld alliance felt like the place for me we had several drinks here i opted for a couple of glasses of absinthe it was presented in a very traditional way sans flame the glass itself was modeled after a french style goblet with a chamber where see pictures the best part of the evening besides the company we kept was the conversation was a french guy about why the scotches were served in a stemmed glass we discussed the science behind why it was this way hand warmth ruins the experience as the scotch and whiskeys lose its flavor among other things turns out this french guy was one of the owners very humble pleasant guy i will make another visit when i return later this year perhaps class it up in the hidden cigar room and really do it well,Negative
the-auld-alliance,wow this really is as good as it gets in terms of selection decor and service auld alliance has the best selection of scotch i have seen on any continent and i could spend an hour easily going through the menu fortunately they have quite a few flights that will make it easier for a first timer and you can also get half drams as well if you are looking to imbibe less or in my case find an excuse to try twice as many where do i start scotland the home of scotch or to japan where some of the best scotch whiskeys are coming from these days i really appreciate the deep selection with old vintages as well as a many bottles from distilleries which have closed e g port ellen karuizawa etc the one thing you wo not find here is a deep selection of american whiskeys such as bourbons and ryes but that is ok you are here to drink scotch whiskey and the atmosphere is fitting low lighting plush leather seats stools and coaches and walls of eye candy uh if scotch is your thing a great place to come with friends or solo any scotch lover or anyone looking to learn more about scotch should definitely come here,Positive
the-auld-alliance,great spot for an after dinner whiskey in singapore unbelievable selection collection available,Positive
the-auld-alliance,put in a couple of shot guns and this would be my man cave this is where spies set up meets and war wary soldiers sit with the thousand yard stare during one of my visit i grew a beard a russian brown bear showed up out of nowhere and we fought during the intense battle there was a sudden realization that we may take each the other is life but we will never conquer each other is soul at this moment the bear let out a roar that made the horny sim kids flee in fear and the ktv girls at parklane check their passports after which the bear acknowledged me and left upon seeing the commotion around the area three policeman shouted riot and fled without their squad cars sobbing   would revisit,Negative
bar-stories,if you are anywhere in downtown singapore take a cab get a grab walk or crawl to bar stories and you can thank me later an absolute must stop for anyone who wants an educational experience while sampling some of the best drinks around first they are no bartenders they are mixologists scientists there is no menu rather they start a conversation with you about your likes and dislikes are from there they build you a custom artesian cocktail their assortment of liquors are so eclectic and diverse you may not recognize a single bottle on their shelves my advice be open and honest with your tastes and you will be rewarded the bar is not super obvious to find but yelp is map will get you really close when the map says you are there look up and there is a small bar stories sign look for a glass door and walk upstairs i recommend you sit at the at for the complete experience with the mixologists that way you will get the story on how they are making you cocktail since yelp limits you to  stars for a review that is what i gave them however in reality they deserve,Positive
bar-stories,so this is the most hipster bar in singapore the bar has no sign that i could see it is on the second floor and looks like an apartment i do not mind those things and the drink was not bad but they do not have a menu and the drink i had i finished in  sips now the part that really disappointed me  about a  sing for two drinks that is crazy,Negative
bar-stories,an interesting concept of no menu but a conversation with the customer our drinks were great and the staff were even better if you want a quiet place with interesting patrons and a unique cocktail to enjoy in this historic area of singapore i recommend you check out bar stories,Positive
bar-stories,this place lives forever in my heart so cozy and the bartenders have so much cocktail knowledge they know their shit this place is in my top  cocktails bars in the world they do not have a menu you tell them what you like and somehow they always read you right i have been going over the past  years and they have yet to prove me wrong last week when i went they made a mango sticky rice cocktail for me i love mango and sticky rice but they did not know that i just wanted to write again about them because they are great amazing etc fin,Positive
bar-stories,i have been to this restaurant once the food is delicious especially the dessert thank god,Positive
bar-stories,coolest bar ever speakeasy vibes no menus they customize your drinks according to what flavors you tell them both of our mixologists came up with creative cocktails that were amazing one of them even asked if he could put sake in my drink even though i did not tell him but i was just thinking it he read my mind i could not be happier keep in mind they do take their time making your cocktails but it is all worth it,Negative
bar-stories,i cannot recommend this bar enough my husband and i love quirky and unique bars this has to be on the top of our list the vibe the people and drinks all were memorable we will definitely be regular more if we lived in the city the bartenders were friendly cared for what you wanted and liked and gave something to match our tastebuds one of the best cocktails i have ever had,Positive
bar-stories,second floor location small barreservation acceptedquality craft cocktailscredit card accepteddetailed bartendersno menu takes your order based on your preferencesmall food menu availablein the mist of the indian neighborhood,Negative
bar-stories,great space and bartenders they clearly have the extensive knowledge base to pull off the bespoke drinks brilliantly looks like it may get packed later in the evenings but we snuck in early and there was plenty of room,Positive
bar-stories,stumbled across bar stories on my last night in singapore i was actually looking to take a car across town to some other cocktail joint that i had looked up on the line i think the life lesson here is that sometimes the thing you look for that seems so distant is right in front of you all along bar stories is personal charming and exhibits a passion for cocktails that you really do not see much of any more my first cocktail was presented to me in michelin star fashion detailing not only the flavors and ingredients but the inspiration behind it i enjoyed my visit and this was a great end to my experiences here before i fly back tomorrow morning,Positive
bar-stories,back in the day i would have given bar stories  stars alas times have moved on and they are still a very solid cocktail bar but does not wow me anymore they used to be impossible to get into without a reservation and i am happy to report that when i visited at  on a friday we were seated right away since every cocktail is made to order it is nice how they take the time to listen to your preferences and make something you will enjoy just be quite specific about what you like so they can include all those elements i find that they do very well with their fruit forward cocktails and have a penchant for burning herbs for that smoky flavor i will continue to come back for the good memories and solid drinks but until they wow me it will be pretty hard to call this my favorite cocktail bar,Positive
bar-stories,waiting for the party to arrive we decided that an individualized thirst quencher will help start my dinner yuzu with cucumber bitters elderberry and a couple of other personalized spirits that contributed to a much calmer well being important for a jet lagged body appetizers were different shimeiji fries which we thought were tasty but wished for the cilantro calamansi mayo to have more cilantro and calamansi but still delightful the seabass pate was pleasant curried mussels a big hit we note that their sauces and blended gravies are super tasty wish we had more mantou to schlepp it up with charred golden pomfret had a certain homey singapore momma cooking kind of homey taste to it which tantalized my taste buds and my memories loved it it is a keeper for the menu love the new bar storiesabsolutely love the made for me,Positive
bar-stories,bar stories is a very cool cocktail bar frequented by celebrities and without a menu drinks are made based on your vague desires and the whims of the bartenders this ultra personalisation comes at a hefty price alongside very slow service the poor bartenders were completely rammed on the saturday night and seemed a little stressed out we could not get another order in and given every cocktail order was meant to be a cheerful negotiation having cocktail makers who are overloaded makes the whole experience less pleasant i suspect if you came here on a quiet sun weds night this would be a chill  experience the model just does not quite work delicious though the cocktails are when they are busy,Negative
bar-stories,one of my favourite bars in singapore staff are helpful friendly and provide great recommendations for cocktails,Positive
bar-stories,no menu bars are either a hit or miss bar stories was a fabulous discovery but it was not all smooth sailing came here early on a friday around pm and was surprised that no one else was in the upstairs bar we are americans but it is way past the it is  o clock somewhere people hint usually people do not go drinking until after  pm we noticedi loved their ambiance and setup haji lane is known for being a hipster part of bugis and it is packed with kitschy kooky boutiques and trinket stores as well as poppin and packed chill bars and outdoor happy hours i have visited twice and both times were full of laughing customers beer drinking and dart throwing damn those kids thankfully bar stories is up above on the second floor and away from the loud edm sloppy messes downstairs we were the first customers that late afternoon early evening and loved the wooden steps ac and loungey chairs there was no menu and basically my advice to you yelpers is to be very specific about what kind of drink you like cool you like citrus well what kind grapefruit lemon orange or pink lemonade you like sweet well do you like peach strawberry cherry or grape i was looking for a tequila mezcal drink with a refreshing and smoky hint to it not sweet at all and not too citrus y i mentioned that i love blackberry and anything with berry in it my bartender made me a delicious tequila drink with lemon juice and lots of additional crazy going on with kaffir leaves think thai food and a dried bamboo for aesthetic it was milky like foam texture on the surface but a smooth and refreshing sipper love shoutout to the bartender even though it took literally   minutes it was worth the wait my sister is drink was not as well received i am chuckling as i think back to it but the bartender that day said that he was going to make it with peach and vodka since she wanted a vodka drink that was sweet he also mentioned another fruit that she liked and she though cool rad i love all those things oh boy the final combination was a cherry bomb of kool aid flavor not the business we felt bad asking him to remake it since each drink averaged around   and that is an insane price even when i go out in san francisco i would not dream of paying over  for a beautifully crafted cocktail but singapore has different standards as i came to understand throughout my stay service is pretty much in the creation of your drink they spend a solid  minutes on your drink but there are not cocktail servers walking around since the space itself is pretty tiny in addition to the main space by the bar there was also a back room that holds larger parties but i can definitely see this place crowding up when it gets packed it can be a great spot for a intimate conversation or even a small gathering for a gno but personally i would not squeeze up in here with a large party too much work to get everybody up in the birdhouse,Positive
bar-stories,be sure to stop by this bar on haji lane if you like unique cocktails it is not a fancy bar by any means but the cocktails are there is no menu you just tell the bartender what type of drinks you prefer and what liquor to use and he concocts a delicicous and fun cocktail,Positive
bar-stories,love love love the concept but word on the street and actual reality is a wee bit different so the tour guide who told us about this bar said the concept was based around telling the bartender your life story and he would make a cocktail for you based on your life story reality is that he comes and consults with you on the flavours and tastes you like sweet sour spicy etc and then suggests a cocktail based on your answers you can veto his suggestions if as an example you do not like the fact that gin is involved but hey would you tell michelangelo how to paint all of  of us just had a great evening and there were some great surprises when the drinks finally came out we all tasted each others my fave was this amazing cardamom gin that tasted incredible as will as this non alcoholic cranberry drink that had a chili kick at the end prices were totally dependent on the alcohol involved the cocktails ranged from s   and the mocktails were from s   all i can say is go go go,Positive
bar-stories,i do not drink unless its half a glass of red wine i do not drink unless worst case scenario its a very special occasion and i should be toasting with family and friends i do not drink unless i am at bar stories this is the coolest place ever i have actually added it to the top of everyones lists of places to go when visiting singapore this is where i want to have every first date because its just such an awesome concept you literally can request your hearts desire of a cocktail and have it made for you right in front of your eyes its such a wonderful experience because it allows you to get creative and feel like you have somehow involved yourself in the creation that the extremely talented individuals here have mustered up for you by calling out a theme the only downside would be that the drinks take a while to make but you can watch them do it in awe and to be honest its an excuse for me to drink slower hah also you can see the love and time they put into making the masterpiece which is your drink and watch everyone else is faces light up in receiving their own godly creation the staff there are so friendly daring you on to do your worst as if they are just bursting to come up with something new and when they did make the cocktails most of the time it was something completely innovative that they had just come up with on the spot very impressive the flavours we had last time were something chocolatey served in an actually nutella jar something with pineapple strawberry and white chocolate my favourite flavours and actually the best cocktail of my life fruity with fire and fire there was lychee champagne and peanut butter which turned into peanut butter with a shot of jelly grape liquor which was delicious also a mahoosive pink pocky stick was added to the mix presentation is on point here the following time i had come i was the first to arrive and i got to come around the bar and shake a drink so sorry to the poor guy at the receiving end of that one which was sweet that time i got given this chocolate concoction surrounded by chocolate sauce ice cream and chocolate biscuits have a look at the photo crazy next time i will be back with better flavours i have got something with cheesecake up my sleeve,Positive
bar-stories,there is definitely a craft being performed here so try and think of something you would really like to try or ask the bartender to make something while you tell him your favorite types of ingredients i got a little creative with my choice and had rasberries gin rosemary and something else i cannot remember cris had tequila lemon lemon grass and pepper both of the drinks were amazing i am gonna research my next choices and arrive prepared on the next order also the place is easy to miss it is located on the second floor at haji lane with a small door leading to a stairwell keep your eye out,Positive
bar-stories,no drink menu you just tell them what you are feeling like be open to different variations i ordered a bourbon old fashioned and could not have been happier with the finished product,Negative
bar-stories,let me start by saying if a guy brought me here on a first date i would be more than impressed hidden amongst hookah bars and cool hipster shops on haji lane lies this little gem a cocktail only bar bar stories does not come with a menu nope just creative mixologists who take a few moments to talk to you about your perfect cocktail and then whip it up for you for my first drink i asked for something subtly sweet sour but not overly sweet i ended up getting a concoction that involved berries and a mini ice sculpture for my second i wanted something chocolate y and pretty yet strong i ended up getting the most delicious alcoholic dessert in a cup exactly what i was looking for it involved nutella dark rum and a bunch of other things accompanied by a green tea chocolate wafer biscuit and a nutella spread cracker on the side it hit the spot granted service is a little slow but only because they take a lot of time to make each drink super special my advice come with a girlfriend and sit at the bar and then enjoy a few cocktails at  per drink over a night of catching up or getting to know someone  stars instead of  only because i wish they served alcohol on the rocks on the side too i know it is a cocktail only concept but it makes it kind of hard if you are in a group and one or two people do not drink cocktails mixed drinks at all like most guys do not otherwise love this bar i will definitely be back perhaps next time with a girlfriend or two,Positive
bar-stories,bar stories is clearly on of my favorite bars in singapore they are located on the nd floor of a building on the trendy haji lane in the arab district it is recommended to make reservations to be sure to get a spot here i would also recommend bringing some extra clothes as they have really cranked up the air condition so irrespective of how warm it may be outside it is still chilly inside once seated the friendly staff will discuss a bit what you like and what type of flavors you would like in your cocktail i usually opt for something rum based and fresh and did so here as well they also made sure to ask if there were any allergies or things we disliked and then they go to work it seems they are fairly creative and they use a lot of fresh herbs and fruits i was very happy with my cocktail and so were all the others we were there with together with long play this would be my go to place on haji lane,Positive
bar-stories,as i child i was obsessed with choose your own adventure books it is no wonder that as an adult i am equally obsessed with choose your own adventure cocktails climb upstairs take one of of the bar stools if available undoubtably the best seats in the house and befriend one of the friendly story tellers aka bar tenders do not expect a menu but do expect to be asked if you are in a sweet spicy bitter or herbal mood and expect to be impressed and possibly on fire should that be the adventure you choose,Positive
bar-stories,easily the best experimental cocktail bar in singapore never have i encountered a guy like this bartender zack that just totally nails every drink completely random creations that he turns into an art we made reservations for  for this cool place on haji lane walked up the stairs and sat down in front of this cool lookin dude that looks like a mad genius he asks us our names and what we like he asked what flavors we wanted and we were off there is an array of fresh local fruits and flavors to choose from i remember getting some cool version of the negroni with his twist on it my girlfriend got a lemongrass tea cocktail with tequila not only were the drinks excellent and beyond creative but so was the presentation hers came in a tea pot with a mini tea cup mine was a cool glass that i cannot describe so much detail involved with flavor that you just will not find anywhere else in the world that is the beauty of this place the setting is a bit cramped but otherwise this place deserves all the praise it can get highly recommend for a date or hanging out with friends i will be back,Positive
bar-stories,whether you are a local or just traveling in singapore visiting bar stories is a must there is no menu and instead you get the unique experience of describing the flavors you like and the bartenders will make a custom drink for you everything from the flavors to the presentation is exceptional the two bartenders we met were very friendly and helped us brainstorm drink ideas i asked for something fruity with clear alcohol and spice i was given a lychee and sour plum drink with a chili pepper and it was phenomenal one of the best cocktails i have ever had i also had a raspberry ginger and basil cocktail that was really good my boyfriend had a penicillin a smokey whiskey drink and then had a passion fruit whiskey based cocktail with rhubarb bitters that he thoroughly enjoyed based off my visit we paid about   per drink plus tax and a service charge but it is well worth it considering the high quality of the beverages and how expensive alcohol is in singapore to begin with tldr delicious get there,Positive
bar-stories,bar stories ranks perhaps as my number one cocktail bar in singapore maybe even the world if you would ask my husband he would prefer longplay but i am sure this place would not be long behind bar stories is located on haji lane a street where the western and middle eastern cultures collide there are many bars around with tourists and expats having drinks but also bars that serve no alcohol to respect the arab heritage bar stories is located in the upstair of an old shop house its not a speakeasy per se but it is not something you wonder into without knowing what it is upon entering we were greeted and seated at the end of the bar i love a seat with a view the concept was as in bitters love there is no menu you explain to the bartender what you like and they will make you a drink we went with our usual spirits of choice me wit gin and my date with a dark rum we are perhaps a bit boring but it helps compare also i am really not fond of whiskey cognac or vodka as a base the bartender also asked some questions like do i like lemongrass and could i handle some egg white in my drink yes i could already see from the equipment they had at hand that we were going to see some party tricks i do not mind as long as my drink is good my dates cocktail arrived with a flaming branch or rosemary and mine with a long lemongrass sticking out of the martini glass looking around others had pretty cool looking drinks as well and none of them looked the same the staff seemed to like experimenting and you could see they were having fun with it the taste was wonderful like a mix of a fresh breeze and dessert due to the creaminess of the egg white with spices on top we only had one round of drinks this time but i can imagine i could have sat there sipping on cocktails for a full evening the ambience was charming and relaxed and the cocktails excellent as with many nice bars these days it is possible to reserve a table i remember the days in finland when it cost something and you only got a crappy bottle of absolute vodka and some mixers as compensation there does not seem to be any food or snacks so my recommendation would be to have dinner before going bar stories i love you and i hope we meet again soon,Positive
bar-stories,so no menu bespoke cocktail bars are cropping up all over the city and of course i have to visit them all bar stories looked promising in fact the decor is remiscent of maison ikkoku which is another up and coming bar some would even say it has arrived we asked for drinks with pretty specific flavour profiles and we got something that might have been acceptable if not so watered down it just had no soul pardon my analogy but like a brown girl trying to rap both our drinks it was a bit sad but we persevered on and this time asked a different guy at the bar to make our drinks looks like the trick worked the kaffir lime grapefruit tequila sour that i got was was excellent a salty bitterness to the drink plenty of acid and complexity my husband asked for a penicillin which was all smoke and no fire they did serve it with an interesting garnish though an orange slice with  clove buds set on fire with a brulee torch it added a wonderful nose to the drink but did not make up for its obvious flaws my drink too came with the kaffir lime being bruleed i guess the folks at bar stories share my love for the flame torch if i find myself in arab street and in a generous mood i might give bar stories a try again but for now i am not recounting tales from this book,Positive
bar-stories,wow what an experience it is not often that you go into a bar and end up having a sipping the drink of the patrons next to you and you are not drunk but wow the peanut butter ice cream bourbon concoction was so damn good it had to be shared i would heard good things about bar stories no menu interactive you just tell the staff what you feel like our descriptions ranged from tropical spicy to a manly drink and something with passionfruit and zach and tilo name managed to hit the spot every time sitting at the bar was fun and entertaining we made friends with our new neighbors and the staff i do not think the experience is for everyone though it is pretty intense and full on so if you want just a quiet drink i would advise sitting at a table in a corner but it was so refreshing to have this interaction and watching them make the drinks was almost as good as drinking them yes it is a little pricey but not outrageous approx  per cocktail and they do not skimp on effort ingredients or quality and we were definitely a little happy on our way to our dinner reservations zach was an absolute star and the couple next to us wanted to take him home to australia to be the cocktail specialist at his th the only reason it does not get a  stars two of the staff were obviously in a relationship which do not get me wrong is fine but it seemed a little unprofessional to watch them canoodling behind the bar while working i actually felt a little awkward like i was intruding on their private moments or something it was just weird and seemed out of place but other than that perfect,Positive
bar-stories,the cocktail bar of choice for the upper middle class cmel crowd chinese middle class english speaking liberal at least for a while barstories is pretty very pretty it is got this beautiful sophisticated furniture all over a beautiful bar ample seating which is rare to come by sometimes in places like these it is also very popular clearly for good reasons yet i cannot help but feel the drinks are rather hit or miss i understand they take their mixology very seriously and like at everywhere else i entrust the satiation of my thirst to them to do whatever they heck they want half the time the drinks have been above average but never great hard to justify this sort of prices esp now that they have soooo many worthy competitors the other half of the time the drinks have just been downright abysmal it is very pricey even in the greater scheme of pricey cocktail bars and i cannot quite justify coming back too often unless there is an occasion or person that calls for more style over substance which is rarely,Positive
bar-stories,had a great time at this place always love finding a place with well mixed cocktails where the bartenders do actually care about what they are creating and not just making a few bucks between here and grad school few disclaimers  we went on a sunday night and there were only  people in the entire place  it was on a business trip so we were not so concerned with the pricemenuthere is no menu as some of the other reviews mentioned so you will start by telling the bartender mixologist if you are fancy the flavors you like and the liquor let them know if you want something sweet or a bit more boozey too that will help you out if you do not like your first cocktail tell them what you did not like they are not offended but will use that info to make you something better for round two atmospherei am not sure the name of our bartender but we had a good time hanging out at the bar they are great to talk with especially if you are a fan of a well mixed cocktail the place is cozy kind of at a random spot hidden in haji lane but as some other reviewers mentioned it is very small probably would impact service especially because all of the drinks are unique in some way it is a low key place too rustic modern so wear your skinny jeans and a button down with suede shoes you will fit right in haha just kidding wear whatever you want it is not a pretentious place i have a few survival tips to get good treatment at this bar  do not order a classic cocktail you can tell them you like the flavors in a gin and tonic but what is the point of going to a bar like this and ordering something you could get at every bar in the world let them do what they do best create cocktails  do not order anything with vodka i personally do not drink vodka and i do not have anything against it but in the craft cocktail world nothing makes a bartender is eyes roll than when you ask for vodka looking for adventure tell them you like spice if you are never had a cocktail with muddled thai chilis you should try one asap,Positive
bar-stories,i have gone a few times and had dramatically different experiences i have had  star experiences and  star so overall  stars seems to make sense so the general jist of the place is you go in and you get asked a few questions about your drink preferences and the bar tenders come up with something so first for my positive experiences i have always sat at the bar and it has been on slower nights tuesdays and thursdays usually from my experience actually getting to interact with the bartenders as they make your drinks really makes the experience worthwhile they actually pry further into what you like and you get to watch all the theatrics that go into making the drinks the wow factor is pretty big when you get your super elaborate drinks from the service pieces everything from martini glasses to mason jars to garnishes candy smoke foams etc to pyrotechnics it is all pretty impressive and the drinks do actually taste quite nice and it is not all just a show so my more negative experiences have been on busy nights seated at a table for one the waiters usually do not try as hard at getting to know your drink preferences as the actual bar tenders the wait time for the drinks is super long finally what sucks the most is when they get backed up they put far less effort into your cocktail basically you usually end up with a fruity martini or the likes not necessarily bad but just disappointing at over  a drink the former experience i mentioned felt worth it but the latter felt like a rip off so if you can catch the place on a slow night i highly recommend it but if it is busy pass for a different night,Positive
bar-stories,if you are looking for traditional cocktails this is not the place they do it too but they like to do things with a twist no fixed menu no fixed mixologist my first time here was a busy sat night even though we were there nearly at midnight the place was busy much too busy for the staff to cope we ordered and waited checked with the server and waited some more and waited the server ended up giving us a free shot of shoju each which was nice but we were really thirsty for our drinks we ended up getting our first drinks   hr later the next few times were pre dinner drinks so it was much better and we got a seat at the bar which guaranteed immediate attention drinks here are fancy and sometimes a little too sweet for our liking the place is homely and nice with exposed brick walls and nice couches plus it is set in a shophouse in the cool haji lane to my angmo friends it felt like their homes and yeah you do pay for fancy drinks so watch your orders as the bill can easily pile up ps i still kind of prefer nektar personally drinks are not so fancy and better made,Positive
bar-stories,absolutely loved loved loved barstories zak made us both the most amazing cocktails and my wife swears the one she had was the best cocktail ever cannot wait to get back to singapore to revisit my favorite cocktail bar highly recommended,Positive
bar-stories,i know this bar is sort of a singapore cocktail scene institution i get that when these guys opened up and started making specialist cocktails in a shophouse on haji lane people were interested it was different it was quaint it was cool but this is  and bar stories has been eclipsed by the likes of jigger pony horse is mouth cufflink club etc the drinks just are not that great and they have a habit of making embarrassing missteps like serving cocktails in martini glasses that have not been chilled properly also the no menu bullshit is starting to wear thin and if you want to be a specialist cocktail bar it is totally unforgivable that you only have two single malt whiskeys available on any given night that there is shameful moreover you might offer patrons drinks with no name based on a flavour or a base spirit preference but if i order an old fashioned or a bloody mary and you do not execute well why should i trust you with a random fruity concoction sorry bar stories every time i have been here i have been underwhelmed by the drinks and raised one eyebrow at the experience if friends drag me back here now i just order macallan  on the rocks but i do like the chilli cheese fries,Negative
bar-stories,i would been interested in visiting bar stories after hearing about bespoke cocktails and was finally able to drop by we were pretty useless at ordering because we are not usually cocktail drinkers so we did not know what to say about taste profiles i ended up asking for something vodka based and sweet while my fianc asked for something like a white russian i do not know what we eventually for except that they were both tasty another mixologist explained what he was making to some other customers but our mixologist did not really tell us i suppose it is not that big a deal we enjoyed our drinks anyway the bill came up to around  for the two of us so do be prepared for that alcohol is not cheap in singapore anyway i do not think i will visit again but it is definitely a nice place to go with friends and enjoy the surprise of a customised drink,Negative
bar-stories,you know when you are growing up and you always had a friend who had an effortlessly cool older brother or sister just being in their presence made you feel gawky and awkward well singapore bars your uber hip older sibling has just arrived on the scene bar stories sits on haji lane amongst the quirky independent shops that are growing in number there it is small intimate and incredibly welcoming something not a lot of the cool bars in singapore can pull off there is no menu so everyone is treated to a personal cocktail consultation when they arrive asking you whether you prefer sweet or sour fruity strong flavors etc until they have an idea of your palate tastes you can then sit and watch as great care is taken over the mix and the presentation of your drink they are served in a wide variety of glasses jars bottles to make you feel very special my drinking partner is whiskey based cocktail for example came complete with a beautiful small paper boat containing some crystallized ginger the ambiance and background music have been carefully chosen to compliment the experience i would highly recommend this to bring a date to impress him or her for a celebratory outing or just anytime you want something personal to feel special and to unwind after a long day,Positive
bar-stories,after my poor experience at maison ikkoku chris a and i wandered over to bar stories our verdict much better the atmosphere was more relaxed and not as pretentious the waiter taking our order also took time to carefully walk us through our drinks to make sure our feelings or desires married well and that the end result did not taste funny i came here again tonight with a few girlfriends and the bartenders truly took time to make our drinks extra special from an ice sculpture to burning a rosemary candle our server also came by to shine a flashlight so we had proper lightening for pictures thank you i do prefer the drinks at maison ikkoku though since they tend to be stronger but bar stories takes reservations on fridays saturdays and sundays unlike maison ikkoku price point wise are about the same roughly  per drink overall will def continue to come back,Positive
bar-stories,a very unique place that should be on anyones must visit list well almost anyone some friends i took listened to the introduction then asked for beers on tap and a wine list they are not the target audience the concept with this bar is no menus just a discussion with the bartender and a customized drink is brought out for you in my many visits here i have only had one less than stellar visit and that was because our particular bartender that night just did not interact well with us not fun good drinks but not exciting every other visit is fun with the bartender discussing your tastes and pushing you to try something new and expand your tastes the service is above and beyond in fact one visit my wife was explaining that she does not like gin and a voice from across the room yelled out you do too like gin the last two times you were here i served you gin two things about this  we are not that regular but they remembered us  they push you to try new things that even you do not realize you like the drinks are not just mixed cocktails but they are complete experiences a table of four will likely have something flaming some herb or unique fruit and maybe even a merengue no two visits are the same and no two drinks are the same it is a great experience and definitely a place to go with friends you will share drinks with to try it all ps i do advise making reservations we have been lucky just walking up but making a reservation ahead is advisable and allows you to request a bar seat which is the best experience,Positive
bar-stories,what a neat little gem a friend from the u s visited bar stories last year i have wanted to go ever since i absolutely adore the concept they do not have a menu they ask you some questions to try to figure out your tastes and make you a custom personalised cocktail we went to bar stories on a thursday evening around   they were full but they accommodated us by putting us at a big shared table the staff was very friendly and attentive it did take a long time to actually receive our drinks but that is understandable each cocktail is crafted to beautiful perfection my husband had a whiskey lemon grass and walnut martini i had a mint grape bellini both of the drinks were beautiful and tasted great as well in the future we will make reservations i think this would be a great place to take visiting friends it us pricey but worth the experience we went back to bar stories and had the opportunity to sit at the bar the bar tender has an awesome personality and we loved watching him create art the drinks at bar stories are truly art,Positive
bar-stories,apart from the wait the service was pretty good with creative drinks ideas the bartenders are friendly and helpful if you are unsure of what to order i did not mind the wait as i get to witness the drinks being made on the spot pretty good for those who are indecisive and who love surprises well recommended for those who are on a date i love the cozy ambience of the place it fits well for couples alcoholic drinks and non alcoholic drinks are charged at  and  respectively excluding service charge,Positive
bar-stories,nice cosy environment the drinks here are really quite pricey but if you chat up the bartender properly he will mix you up something interesting depending on what your taste is i went for sweet and had a strawberry cheesecake that tasted disconcertingly like cake still rather pricey and not something you can indulge in all the time,Positive
bar-stories,the art of mixology is something bar stories has truly become a master of my first experience with bar stories was about a year ago and i have not stopped coming back since from the minute you enter bar stories is an experience each bartender is an expert in mixology and surprisingly in your tastes you wo not the regular after work drinks here or even a menu for them you will be asked what your favorite flavors are whether you like sweet or sour what your preferred liquor is and how strong you would like your drink to be the staff are extremely friendly and you wont find yourself without conversation while you watch the mixologists get to work there is also a short food menu with a few bites to nibble on while you wait for your drinks the drinks themselves are delicious my current favorite is a trip to japan a little bit on the pricey side the drinks can range from   a pop perfect for an after work drink,Positive
